Equation: (-5.0*x + -5.0* y) / ( -5.0*x + -5.0* y) ; MojoFM: 78.57
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + -3.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + -2.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + -2.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + -1.5* y) ; MojoFM: 40.0
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + -1.0* y) ; MojoFM: 40.0
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + -0.5* y) ; MojoFM: 40.0
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + 0.0* y) ; MojoFM: 40.0
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + 0.5* y) ; MojoFM: 78.57
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + 1.0* y) ; MojoFM: 60.0
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + 1.5* y) ; MojoFM: 50.0
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + 2.0* y) ; MojoFM: 56.0
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + 2.5* y) ; MojoFM: 48.0
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + 3.0* y) ; MojoFM: 52.0
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + 3.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + 4.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + 4.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( -1.0*x + 5.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + -5.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + -4.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + -4.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + -3.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + -3.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + -2.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + -2.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + -1.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + -1.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + -0.5* y) ; MojoFM: 40.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + 0.0* y) ; MojoFM: 40.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + 0.5* y) ; MojoFM: 60.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + 1.0* y) ; MojoFM: 56.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + 1.5* y) ; MojoFM: 52.0
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + 2.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + 2.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + 3.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + 3.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + 4.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + 4.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( -0.5*x + 5.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + -5.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + -4.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + -4.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + -3.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + -3.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + -2.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + -2.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + -1.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + -1.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + -0.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + 0.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + 0.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + 1.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + 1.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + 2.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + 2.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + 3.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + 3.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + 4.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + 4.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.0*x + 5.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + -5.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + -4.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + -4.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + -3.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + -3.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + -2.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + -2.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + -1.5* y) ; MojoFM: 41.67
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + -1.0* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + -0.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + 0.0* y) ; MojoFM: 74.07
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + 0.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + 1.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + 1.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + 2.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + 2.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + 3.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + 3.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + 4.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + 4.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 0.5*x + 5.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + -5.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + -4.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + -4.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + -3.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + -3.0* y) ; MojoFM: 41.67
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + -2.5* y) ; MojoFM: 45.83
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + -2.0* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + -1.5* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + -1.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + -0.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + 0.0* y) ; MojoFM: 74.07
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + 0.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + 1.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + 1.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + 2.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + 2.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + 3.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + 3.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + 4.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + 4.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.0*x + 5.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + -5.0* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + -4.5* y) ; MojoFM: 41.67
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + -4.0* y) ; MojoFM: 50.0
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + -3.5* y) ; MojoFM: 45.83
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + -3.0* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + -2.5* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + -2.0* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + -1.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + -1.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + -0.5* y) ; MojoFM: 33.33
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + 0.0* y) ; MojoFM: 74.07
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + 0.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + 1.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + 1.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + 2.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + 2.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + 3.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + 3.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + 4.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + 4.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 1.5*x + 5.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + -5.0* y) ; MojoFM: 45.83
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + -4.5* y) ; MojoFM: 45.83
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + -4.0* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + -3.5* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + -3.0* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + -2.5* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + -2.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + -1.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + -1.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + -0.5* y) ; MojoFM: 29.17
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + 0.0* y) ; MojoFM: 74.07
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + 0.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + 1.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + 1.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + 2.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + 2.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + 3.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + 3.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + 4.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + 4.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 2.0*x + 5.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + -5.0* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + -4.5* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + -4.0* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + -3.5* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + -3.0* y) ; MojoFM: 33.33
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + -2.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + -2.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + -1.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + -1.0* y) ; MojoFM: 33.33
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + -0.5* y) ; MojoFM: 16.67
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + 0.0* y) ; MojoFM: 74.07
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + 0.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + 1.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + 1.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + 2.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + 2.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + 3.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + 3.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + 4.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + 4.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 2.5*x + 5.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + -5.0* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + -4.5* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + -4.0* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + -3.5* y) ; MojoFM: 33.33
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + -3.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + -2.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + -2.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + -1.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + -1.0* y) ; MojoFM: 33.33
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + -0.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + 0.0* y) ; MojoFM: 74.07
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + 0.5* y) ; MojoFM: 40.0
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + 1.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + 1.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + 2.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + 2.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + 3.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + 3.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + 4.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + 4.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 3.0*x + 5.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + -5.0* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + -4.5* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + -4.0* y) ; MojoFM: 33.33
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + -3.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + -3.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + -2.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + -2.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + -1.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + -1.0* y) ; MojoFM: 25.0
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + -0.5* y) ; MojoFM: 36.0
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + 0.0* y) ; MojoFM: 74.07
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + 0.5* y) ; MojoFM: 40.0
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + 1.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + 1.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + 2.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + 2.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + 3.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + 3.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + 4.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + 4.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 3.5*x + 5.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + -5.0* y) ; MojoFM: 64.0
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + -4.5* y) ; MojoFM: 33.33
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + -4.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + -3.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + -3.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + -2.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + -2.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + -1.5* y) ; MojoFM: 25.0
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + -1.0* y) ; MojoFM: 29.17
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + -0.5* y) ; MojoFM: 40.0
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + 0.0* y) ; MojoFM: 74.07
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + 0.5* y) ; MojoFM: 32.0
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + 1.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + 1.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + 2.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + 2.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + 3.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + 3.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + 4.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + 4.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 4.0*x + 5.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + -5.0* y) ; MojoFM: 33.33
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + -4.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + -4.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + -3.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + -3.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + -2.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + -2.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + -1.5* y) ; MojoFM: 33.33
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + -1.0* y) ; MojoFM: 20.83
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + -0.5* y) ; MojoFM: 57.69
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + 0.0* y) ; MojoFM: 74.07
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + 0.5* y) ; MojoFM: 32.0
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + 1.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + 1.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + 2.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + 2.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + 3.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + 3.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + 4.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + 4.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 4.5*x + 5.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + -5.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + -4.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + -4.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + -3.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + -3.0* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + -2.5* y) ; MojoFM: 39.29
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + -2.0* y) ; MojoFM: 33.33
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + -1.5* y) ; MojoFM: 44.0
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + -1.0* y) ; MojoFM: 16.67
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + -0.5* y) ; MojoFM: 46.15
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + 0.0* y) ; MojoFM: 74.07
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + 0.5* y) ; MojoFM: 32.0
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + 1.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + 1.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + 2.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + 2.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + 3.0* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + 3.5* y) ; MojoFM: 62.96
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + 4.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + 4.5* y) ; MojoFM: 66.67
Equation: (-5.0*x + 2.5* y) / ( 5.0*x + 5.0* y) ; MojoFM: 66.67
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + -5.0* y) ; MojoFM: 40.0
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + -4.5* y) ; MojoFM: 40.0
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + -4.0* y) ; MojoFM: 40.0
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + -3.5* y) ; MojoFM: 40.0
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + -3.0* y) ; MojoFM: 40.0
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + -2.5* y) ; MojoFM: 40.0
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + -2.0* y) ; MojoFM: 40.0
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + -1.5* y) ; MojoFM: 40.0
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + -1.0* y) ; MojoFM: 40.0
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + -0.5* y) ; MojoFM: 40.0
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + 0.0* y) ; MojoFM: 40.0
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + 0.5* y) ; MojoFM: 30.43
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + 1.0* y) ; MojoFM: 48.0
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + 1.5* y) ; MojoFM: 29.17
Equation: (-5.0*x + 3.0* y) / ( -5.0*x + 2.0* y) ; MojoFM: 76.92
